YEAR,STATE,RATE,DEATHS,LAT,LON
2016,Kansas,11.1,313,38.5266,-96.726486
2016,Kentucky,33.5,1419,37.66814,-84.670067
2016,Louisiana,21.8,996,31.169546,-91.867805
2016,Maine,28.7,353,44.693947,-69.381927
2016,Maryland,33.2,2044,39.063946,-76.802101
2016,Massachusetts,33,2227,42.230171,-71.530106
2016,Michigan,24.4,2347,43.326618,-84.536095
2016,Minnesota,12.5,672,45.694454,-93.900192
2016,Mississippi,12.1,352,32.741646,-89.678696
2016,Missouri,23.6,1371,38.456085,-92.288368
2016,Montana,11.7,119,46.921925,-110.454353
2016,Nebraska,6.4,120,41.12537,-98.268082
2016,Nevada,21.7,665,38.313515,-117.055374
2016,New Hampshire,39,481,43.452492,-71.563896
2016,New Jersey,23.2,2056,40.298904,-74.521011
2016,New Mexico,25.2,500,34.840515,-106.248482
2016,New York,18,3638,42.165726,-74.948051
2016,North Carolina,19.7,1956,35.630066,-79.806419
2016,North Dakota,10.6,77,47.528912,-99.784012
2016,Ohio,39.1,4329,40.388783,-82.764915
2016,Oklahoma,21.5,813,35.565342,-96.928917
2016,Oregon,11.9,506,44.572021,-122.070938
2016,Pennsylvania,37.9,4627,40.590752,-77.209755
2016,Rhode Island,30.8,326,41.680893,-71.51178
2016,South Carolina,18.1,879,33.856892,-80.945007
2016,South Dakota,8.4,69,44.299782,-99.438828
2016,Tennessee,24.5,1630,35.747845,-86.692345
2016,Texas,10.1,2831,31.054487,-97.563461
2016,Utah,22.4,635,40.150032,-111.862434
2016,Vermont,22.2,125,44.045876,-72.710686
2016,Virginia,16.7,1405,37.769337,-78.169968
2016,Washington,14.5,1102,47.400902,-121.490494
2016,West Virginia,52,884,38.491226,-80.954212
2016,Wisconsin,19.3,1074,44.268543,-89.616508
2016,Wyoming,17.6,99,42.755966,-107.30249
2015,Alabama,15.7,736,32.806671,-86.79113
2015,Alaska,16,122,61.370716,-152.404419
2015,Arizona,19,1274,33.729759,-111.431221
2015,Arkansas,13.8,392,34.969704,-92.373123
2015,California,11.3,4659,36.116203,-119.681564
2015,Colorado,15.4,869,39.059811,-105.311104
2015,Connecticut,22.1,800,41.597782,-72.755371
2015,Delaware,22,198,39.318523,-75.507141
2015,Florida,16.2,3228,27.766279,-81.686783
2015,Georgia,12.7,1302,33.040619,-83.643074
2015,Hawaii,11.3,169,21.094318,-157.498337
2015,Idaho,14.2,218,44.240459,-114.478828
2015,Illinois,14.1,1835,40.349457,-88.986137
2015,Indiana,19.5,1245,39.849426,-86.258278
2015,Iowa,10.3,309,42.011539,-93.210526
2015,Kansas,11.8,329,38.5266,-96.726486
2015,Kentucky,29.9,1273,37.66814,-84.670067
2015,Louisiana,19,861,31.169546,-91.867805
2015,Maine,21.2,269,44.693947,-69.381927
2015,Maryland,20.9,1285,39.063946,-76.802101
2015,Massachusetts,25.7,1724,42.230171,-71.530106
2015,Michigan,20.4,1980,43.326618,-84.536095
2015,Minnesota,10.6,581,45.694454,-93.900192
2015,Mississippi,12.3,351,32.741646,-89.678696
2015,Missouri,17.9,1066,38.456085,-92.288368
2015,Montana,13.8,138,46.921925,-110.454353
2015,Nebraska,6.9,126,41.12537,-98.268082
2015,Nevada,20.4,619,38.313515,-117.055374
2015,New Hampshire,34.3,422,43.452492,-71.563896
2015,New Jersey,16.3,1454,40.298904,-74.521011
2015,New Mexico,25.3,501,34.840515,-106.248482
2015,New York,13.6,2754,42.165726,-74.948051
2015,North Carolina,15.8,1567,35.630066,-79.806419
2015,North Dakota,8.6,61,47.528912,-99.784012
2015,Ohio,29.9,3310,40.388783,-82.764915
2015,Oklahoma,19,725,35.565342,-96.928917
2015,Oregon,12,505,44.572021,-122.070938
2015,Pennsylvania,26.3,3264,40.590752,-77.209755
2015,Rhode Island,28.2,310,41.680893,-71.51178
2015,South Carolina,15.7,761,33.856892,-80.945007
2015,South Dakota,8.4,65,44.299782,-99.438828
2015,Tennessee,22.2,1457,35.747845,-86.692345
2015,Texas,9.4,2588,31.054487,-97.563461
2015,Utah,23.4,646,40.150032,-111.862434
2015,Vermont,16.7,99,44.045876,-72.710686
2015,Virginia,12.4,1039,37.769337,-78.169968
2015,Washington,14.7,1094,47.400902,-121.490494
2015,West Virginia,41.5,725,38.491226,-80.954212
2015,Wisconsin,15.5,878,44.268543,-89.616508
2015,Wyoming,16.4,96,42.755966,-107.30249
2014,Alabama,15.2,723,32.806671,-86.79113
2014,Alaska,16.8,124,61.370716,-152.404419
2014,Arizona,12.6,356,33.729759,-111.431221
2014,Arkansas,18.2,1211,34.969704,-92.373123
2014,California,11.1,4521,36.116203,-119.681564
2014,Colorado,16.3,899,39.059811,-105.311104
2014,Connecticut,17.6,623,41.597782,-72.755371
2014,Delaware,20.9,189,39.318523,-75.507141
2014,Florida,13.2,2634,27.766279,-81.686783
